critters.brooksi.description, , , "These deep-sea mussels have endosymbiotic methanogens. They must be desperate to team up with someone so stinky."
critters.tubeworms.description, , , "These alien-looking worms get much of their biomass from symbiotic sulfur-eating bacteria."
critters.methanogen.description, , , "Instead of oxygen, these bacteria breathe in hydrogen gas and exhale methane. Talk about bad breath."
critters.methane.description, , , "Energy rich compound. Most commonly associated with cow farts."
critters.oceanDandelion.description, , , "Definitely not a plant. More likely to suck you in than be blown apart."
critters.ventstar.description, , , "The name is rather fitting, because these echinoderms sure look like they're from outer space."
critters.ribbonSeal.commonName.plural, , , "Ribbon Seals"
critters.lionfish.commonName.plural, , , "Lionfish"
critters.oceanDandelion.commonName.plural, , , "Ocean Dandelions"
critters.anglerFish.commonname, , , "Angler Fish"
critters.anglerFish.description, , , "What's going on with this fish? It's kinda scary..."
critters.bloodJelly.commonname, , , "Blood Jelly"
critters.bloodJelly.description, , , "No idea what this is..."
critters.dinnerJelly.commonname, , , "Dinner Plate Jellyfish"
critters.dinnerJelly.description, , , "No idea what this is..."
critters.flapjackOcto.commonname, , , "Flapjack Octopus"
critters.flapjackOcto.description, , , "No idea what this is..."
critters.gossamerWorm.commonname, , , "Gossamer Worm"
critters.gossamerWorm.description, , , "No idea what this is..."
critters.mysidShrimp.commonname, , , "Mysid Shrimp"
critters.mysidShrimp.description, , , "No idea what this is..."
critters.viperFish.commonname, , , "Viperfish"
critters.viperFish.description, , , "No idea what this is..."
critters.colossalSquid.commonname, , , "Colossal Squid"
critters.colossalSquid.description, , , "No idea what this is..."
critters.encoded.1, , , "O, can you hear me? It's Sam. {un}We found{/un} the Challenger Deep. Dinn says it has a long-range comms link with your ship! {un}Don't know how{/un} it works or if you're getting this. Probe's still in one piece. Data's slowly coming in. But O... there's {un}something{/un} else down here. Call me as soon as you get this."
critters.encoded.2, , , "O, please tell me you're getting this. Trying to send you our data, but it's {un}taking forever{/un} to upload. I think we're in over our heads here. {un}Station's{/un} being attacked. This thing is massive. Can't see it, but it keeps coming at us. Hope it'll get {un}bored{/un} and leave us {un}alone{/un}."
critters.encoded.3, , , "O, do you copy? We {un}need{/un} help. Creature's still attacking. Systems going haywire. Had to {un}shut down{/un} the probe, so the creature wouldn't destroy it. Ex's gonna take the sub out and go for help. {un}Wish{/un} us luck. Call when you get this."
critters.encoded.4, , , "O, the thing attacking us is {un}some sort{/un} of squid. Beautiful. Terrifying. About the size of a bus. It took out our sub in {un}four seconds{/un}. Lucky Ex managed to make it back to the station. We're {un}stuck{/un} here. Systems glitching. Lights flashing like crazy. Dinn managed to fix the oxygen scrubber, but it won't {un}last{/un}. Please hurry."
critters.encoded.5, , , "Nautilus to O. Got {un}another{/un} species to send your way. Hope you're getting all the data we've been sending you. Our lab is {un}totally wrecked{/un}, but you've got the {un}AquaLab{/un}. Maybe you can figure out if this thing has a weakness. If there's some way we can get out of here alive."
critters.encoded.6, , , "Hey, O. I don't know why I keep sending these. I guess it's just nice to pretend you're {un}listening{/un}. I really wished you could've come on this mission with me. But now I'm glad you didn't. For the record, I'm {un}sorry{/un} about the whole crashed sub thing. I {un}shouldn't have{/un} pressured you to take the sub out at night. If you get this message, send help."
critters.encoded.7, , , "O, it's Sam. Got more data for you. I really, really {un}hope this{/un} goes through, because I don't know how much longer we can hold on. There are {un}cracks{/un} in the outer glass. Our oxygen is dwindling. {un}Almost{/un} out of time."
critters.encoded.8, , , "Nautilus to O. This is it. {un}The last{/un} of our data. Maybe it'll be enough to {un}find a way out{/un} of this mess. We've got a few days of oxygen left. Or {un}maybe just a few{/un} seconds, if the squid breaks the glass. O, {un}if you can hear me{/un}... I'm sending out the job to any job board {un}within range{/un}. I hope it finds you. I know you can solve this."
critters.zombieWorm.pluralName, , , "Zombie Worms"
critters.zombieWorm.plural, , , "Zombie Worms"
critters.bowheadWhale.plural, , , "Bowhead Whales"
critters.ick.description, , , "Microscopic parasite that lives on the Tang"
ecosystems.a_CoolKelpForest.commonName, , , "Rodeo Cove"
ecosystems.b_UrchinBarren.commonName, , , "Cliffside Oasis"
ecosystems.c_WarmKelpForest.commonName, , , "Forested Lagoon"
ecosystems.d_MixedKelpForest.commonName, , , "Mer's Horizon"
ecosystems.n_ThermalVent.commonName, , , "Ignis Collis Deeps"
ecosystems.o_OilRig.commonName, , , "ERC Industries Rig"
ecosystems.p_DeadZone.commonName, , , "Trawling Bay"
ecosystems.r_SargassumCoveredReef.commonName, , , "Briny Beach"
ecosystems.s_Lionfish.commonName, , , "Restoration Reef"
ecosystems.v_ReefEdge.commonName, , , "Serenity Meadow"
ecosystems.w_WhaleFall.commonName, , , "White Point"
ecosystems.x_UnderTheIce.commonName, , , "Río Hielo"
ecosystems.y_IceCrevice.commonName, , , "Ephemeral Impasse"
ecosystems.z_OpenOcean.commonName, , , "Frosted Sea"
ecosystems.DeepSea.commonName, , , "The Lower Depths"
ecosystems.a_CoolKelpForest.description, , , "A kelp forest in cooler ocean waters."
ecosystems.b_UrchinBarren.description, , , "A desolate undersea plain that was once abundant with kelp."
ecosystems.c_WarmKelpForest.description, , , "A kelp forest located in warm ocean waters. Kelp forests form the backbone of many ocean ecosystems."
ecosystems.d_MixedKelpForest.description, , , "A blended refuge, intended to harbor multiple species of kelp simultaneously."
ecosystems.r_SargassumCoveredReef.description, , , "A coral reef blanketed in sargassum."
ecosystems.v_ReefEdge.description, , , "The edge of a coral reef habitat."
ecosystems.s_Lionfish.description, , , "Formerly thriving reef ecosystem experiencing collapse. Diverse species presence throughout the space. An eerie presence lingers."
ecosystems.n_ThermalVent.description, , , "Deeper, darker, yet somehow warm. The base of the drilling station surrounded by thermal vents. A hot tub under the research site?"
ecosystems.o_OilRig.description, , , "Former oil rig drilling platform that has been abandoned by the company. Now home to a highly debated, displaced reef and a band of research scientists."
ecosystems.p_DeadZone.description, , , "Economically essential shrimp habitat. The just deep enough waters should be perfect for shrimp to enjoy. Local reports of changing conditions are troubling."
ecosystems.w_WhaleFall.description, , , "Semi-open ocean area between several ice outcroppings. This area freezes over in winter. Organisms typically migrate away during seasonal shifts."
ecosystems.x_UnderTheIce.description, , , "Newly discovered region! Position unknown. Appears to experience currents moving from one side of the ice to the other."
ecosystems.y_IceCrevice.description, , , "Small crevice similar to a harbor in the ice. Calmer waters compared to the open ocean. Preferred habitat of the Ribbon Seal."
ecosystems.z_OpenOcean.description, , , "Salmon range during summer seasonal shifts. Coldest region still considered open ocean."
ecosystems.DeepSea.description, , , "The darkest, deepest area of the ocean near the trenches that spread to create new ocean floor. Relatively unexplored by human presence."
experiment.backToShip.tooltip, , , "Return to Helm Exterior"
experiment.env.none, , , "<color=yellow>No Environment Set</color>"
experiment.env.button.tooltip, , , "Select Environment"
experiment.critter.button.tooltip, , , "Select Organism"
experiment.critter.button.multi.tooltip, , , "Select Organisms"
experiment.run.button.tooltip, , , "Run Experiment"
experiment.waterStabilizer.button.tooltip, , , "Water Stabilizer"
experiment.autoFeeder.button.tooltip, , , "Auto-Feeder"
experiment.button.addOrganism, , , "Add Organisms"
experiment.button.run, , , "Run Experiment"
experiment.button.addWater, , , "Add Water"
experiment.button.features, , , "Select Features"
experiment.button.endExperiment, , , "End Experiment"
experiment.button.addOrganisms, , , "Add Organisms"
experiment.summary.noNewFacts, , , "You're more likely to discover new facts if you try different combinations of organisms and tank settings."
experiment.summary.noFacts, , , "It doesn't look like there was a relationship between these species. Keep trying with other species."
experiment.summary.missedFacts, , , "If you're not careful, an organism will exhaust its food supply before you have a chance to observe it eating."
experiment.summary.deadOrganisms, , , "Some organisms died as a result of the water settings. Make sure your organisms can survive before running your experiment."
experiment.summary.singleOrganism, , , "New observations are more likely to occur if you place more than one type of organism into the tank."
experiment.summary.deadMatter, , , "Non-living matter cannot be tested in isolation."
experiment.summary.deadMatterPair, , , "Eating interactions can only occur if one of the organisms in the tank is living."
experiment.summary.eatNeedsObserveFirst, , , "Eating interactions must be observed in the {nameof ObservationTank} before they can be measured."
experiment.summary.hadRemainingObservations, , , "New observations are more likely to occur if you're patient and wait for organisms to interact."
experiment.summary.parasiteNeedsObserveFirst, , , "Parasitic interactions must be observed in the {nameof ObservationTank} before they can be measured."
experiment.summary.noteHeader, , , "<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.noInteractionHeader, , , "<b>No Interactions Discovered</b>\n\n<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.alreadyObserved, , , "<b>No New Interactions Discovered</b>\n\n<b>Note:</b><margin-left=1.5em>\n{0}"
experiment.summary.header, , , "Experiment Results"
experiment.summary.single.header, , , "Experiment Results\n<size=80%>{critter-name}{0}{/critter-name}"
experiment.summary.header.fail, , , "Experiment Inconclusive"
experiment.summary.header.redundant, , , "Experiment Unnecessary"
experiment.summary.measure.repro, , , "Reproduction Rate Instructions\n- Turn on {nameof AutoFeeder}\n- Turn on {nameof WaterStabilizer}\n- Add one Organism Type"
experiment.summary.measure.water, , , "Water Chemistry Instructions\n- Turn on {nameof AutoFeeder}\n- Turn off {nameof WaterStabilizer}\n- Add one Organism Type"
experiment.summary.measure.eat, , , "Eating Rate Instructions\n- Turn off {nameof AutoFeeder}\n- Turn on {nameof WaterStabilizer}\n- Add two Organism Types"
experiment.button.measure, , , "Analyze Data"
experiment.button.addEcosystem.activeJob, , , "Active Job"
experiment.button.addOrganism.inEcosystem, , , "In Ecosystem"
experiment.tank.observation, , , "Observation Tank"
experiment.tank.stress, , , "Stress Tank"
experiment.tank.measurement, , , "Measurement Tank"
experiment.button.enable, , , "OFF"
experiment.button.enabled, , , "ON"
experiment.observation.newBehavior.header, , , "New Behavior Discovered!"
experiment.measure.stabilizer.desc, , , "When ON, the tank keeps the same water chemistry and light conditions. Turn this OFF only if you want to see an organism's effect on its environment."
experiment.measure.stabilizer.name, , , "Tank Stabilizer"
experiment.measure.feeder.name, , , "Auto-Feeder"
experiment.measure.feeder.desc, , , "When ON, all organisms get enough food without eating each other. Leave it ON to see how an organism reproduces. Turn this OFF only if you want to see the rate at which one species eats another."
experiment.measure.analyzing, , , "Analyzing tank configuration..."
experiment.measure.unknownVar, , , "ERROR: Unable to isolate variable"
experiment.measure.reproVar, , , "Isolated: Reproduction rates"
experiment.measure.chemVar, , , "Isolated: Environmental interactions"
experiment.measure.eatVar, , , "Isolated: Eating/interaction rates"
words.eat, , , "eats"
words.isEatenBy, , , "is eaten by"
words.catch, , , "catches"
words.catch.disabled, , , "does not catch"
words.isCaughtBy, , , "is caught by"
words.isCaughtBy.disabled, , , "is not caught by"
words.stresses, , , "stresses"
words.isStressedBy, , , "is stressed by"
words.produce, , , "produces"
words.consume, , , "consumes"
words.reduce, , , "reduces"
words.reproduce, , , "reproduces by"
words.reproduce.disabled, , , "stops reproducing"
words.death, , , "dies"
words.grow, , , "grows by"
words.whenStressed, , , "when stressed"
words.flatGraph.label, , , "Stable"
words.flatGraph.lower, , , "been stable"
words.increaseGraph.label, , , "Increasing"
words.increaseGraph.lower, , , "been increasing"
words.decreaseGraph.label, , , "Decreasing"
words.decreaseGraph.lower, , , "been decreasing"
words.cycleGraph.label, , , "Cycling"
words.cycleGraph.lower, , , "been cycling"
words.stressed, , , "Stressed"
words.masculineNoun, , , "The"
words.feminineNoun, , , "The"
words.masculineNoun.plural, , , "The"
words.feminineNoun.plural, , , "The"
words.articles.of, , , "of"
words.articles.by, , , "by"
words.articles.por, , , "by"
fact.whenStressed.label, , , "When Stressed"
fact.behavior.header, , , "Behavior Report"
fact.state.header, , , "Environmental Tolerance Report"
fact.population.header, , , "Population Report"
fact.populationHistory.header, , , "Historical Population Report"
fact.waterChem.header, , , "Water Chemistry Report"
fact.waterChemHistory.header, , , "Historical Water Chemistry Report"
fact.visualModel.header, , , "Visual Model Report"
fact.descriptiveModel.header, , , "Descriptive Model Report"
fact.predictionModel.header, , , "Predictive Model Report"
fact.interveneModel.header, , , "Intervention Model Report"
fact.encrypted.header, , , "Encrypted Data\n<alpha=#AA>{0}"
fact.encrypted.description, , , "This information requires a {h}private key{/h} to decode.\n<margin-left=1.5em><alpha=#AA>{0}"
factFormat.eat, , , "{critter-name}{0}{/critter-name} eats {critter-name}{1}{/critter-name}."
factFormat.eat.rate, , , "{critter-name}{0}{/critter-name} eats {1} {critter-name}{2}{/critter-name}."
factFormat.eat.stressed, , , "{critter-name}{0}{/critter-name} eats {critter-name}{1}{/critter-name} when stressed."
factFormat.eat.stressed.rate, , , "{critter-name}{0}{/critter-name} eats {1} {critter-name}{2}{/critter-name} when stressed."
factFormat.catch, , , "{critter-name}{0}{/critter-name} catches {1} {critter-name}{2}{/critter-name}."
factFormat.catch.disabled, , , "{critter-name}{0}{/critter-name} does not catch {critter-name}{1}{/critter-name}."
factFormat.stresses, , , "{critter-name}{0}{/critter-name} stresses {critter-name}{1}{critter-name}."
factFormat.stresses.rate, , , "{critter-name}{0}{/critter-name} stresses {1} {critter-name}{2}{critter-name}."
factFormat.produce, , , "{critter-name}{0}{/critter-name} produces {1} {property-name}{2}{/property-name}."
factFormat.produce.stressed, , , "{critter-name}{0}{/critter-name} produces {1} {property-name}{2}{/property-name} when stressed."
factFormat.consume, , , "{critter-name}{0}{/critter-name} consumes {1} {property-name}{2}{/property-name}."
factFormat.consume.stressed, , , "{critter-name}{0}{/critter-name} consumes {1} {property-name}{2}{/property-name} when stressed."
factFormat.reduce, , , "{critter-name}{0}{/critter-name} reduces {property-name}{2}{/property-name} by {1}."
factFormat.reduce.stressed, , , "{critter-name}{0}{/critter-name} reduces {property-name}{2}{/property-name} by {1} when stressed."
factFormat.reproduce, , , "{critter-name}{0}{/critter-name} reproduces by {1}."
factFormat.reproduce.disabled, , , "{critter-name}{0}{/critter-name} does not reproduce."
factFormat.reproduce.stressed, , , "{critter-name}{0}{/critter-name} reproduces by {1} when stressed."
factFormat.reproduce.stressed.disabled, , , "{critter-name}{0}{/critter-name} does not reproduce when stressed."
factFormat.grow, , , "{critter-name}{0}{/critter-name} grows by {1}."
factFormat.grow.stressed, , , "{critter-name}{0}{/critter-name} grows by {1} when stressed."
factFormat.population, , , "There are approximately {0} {critter-name}{1}{/critter-name} at {env-name}{2}{/env-name}."
factFormat.population.herd, , , "There are approximately {0} {critter-name}{1}{/critter-name} at {env-name}{2}{/env-name}."
factFormat.populationHistory, , , "The {critter-name}{0}{/critter-name} population at {env-name}{1}{/env-name} has {2} over the past {3} years."
inv.cash.name, , , "Credit"
inv.cash.name.plural, , , "Credits"
inv.cash.description, , , "Common currency. Most merchants will accept this."
inv.exp.name, , , "Science Point"
inv.exp.name.plural, , , "Science Points"
inv.exp.description, , , "Measurement of progress in the wider scientific community."
inv.stressTank.name, , , "Stress Tank"
inv.stressTank.description, , , "Experimentation tank. Allows you to learn the ideal ranges for an organism's survival."
inv.measurementTank.name, , , "Measurement Tank"
inv.measurementTank.description, , , "Experimentation tank. Allows you to learn the rates at which organisms interact with their environment and each other."
inv.measurementTankStabilizerToggle.name, , , "Stabilizer Controls"
inv.measurementTankStabilizerToggle.description, , , "Stabilizer controls for the Measurement Tank. Allows you to toggle the water stabilizer on the Measurement Tank."
inv.scanner.name, , , "Scan Mode"
inv.scanner.description, , , "Submarine tool. Allows you to scan your environment to identify organisms and obtain information."
inv.tagger.name, , , "Population Count Mode"
inv.tagger.description, , , "Submarine tool. Allows you to count up individual organisms to learn their current population levels."
inv.microscope.name, , , "Microscope"
inv.microscope.description, , , "Submarine tool. Allows you to view microscopic entities while in a dive site."
inv.probeHacker.name, , , "Probe Decryptor"
inv.probeHacker.description, , , "Tool upgrade. Allows you to scan probes to obtain historical information about dive sites."
inv.waterChemistry.name, , , "Water Chemistry Decoder"
inv.waterChemistry.description, , , "Tool upgrade. Allows you to view water chemistry data in modeling."
inv.hull.name, , , "Pressure Hull"
inv.hull.description, , , "Submarine upgrade. Thick armor that protects the submarine from the depths."
inv.engine.name, , , "Boost Engine"
inv.engine.description, , , "Submarine upgrade. A more powerful engine that allows the submarine to travel through difficult currents."
inv.iceBreaker.name, , , "Ice Breaker"
inv.iceBreaker.description, , , "Submarine tool. Generates strong localized electrical fields to shatter ice."
inv.propGuard.name, , , "Propeller Guard"
inv.propGuard.description, , , "Submarine upgrade. A metal shell that prevents damage to the propeller."
inv.flashlight.name, , , "Flashlight"
inv.flashlight.description, , , "Submarine tool. Illuminates your surroundings."
inv.autoFeeder.name, , , "Auto Feeder"
inv.autoFeeder.description, , , "Auto Feeder controls for the Measurement Tank. Allows you to toggle automatic feeding of organisms."
inv.observationTank.name, , , "Observation Tank"
inv.observationTank.description, , , "Experimentation tank. Allows you to learn how various organisms interact with each other."
inv.visualModel.name, , , "Visual Modeling"
inv.visualModel.description, , , "Modeling tool. Create a visual representation of how various organisms interact with each other in their ecosystem."
inv.predictionModel.name, , , "Numerical Modeling"
inv.predictionModel.description, , , "Modeling tool. Allows you to model the historical state of an ecosystem, as well as predict the future state of an ecosystem based on its current trends."
inv.interveneModel.name, , , "Intervention Modeling"
inv.interveneModel.description, , , "Modeling tool. Predict an ecosystem's future success if certain changes are made to it."
shop.soldOut.tag, , , "Purchased"
shop.category.exploration, , , "Exploration"
shop.category.science, , , "Science"
shop.subcategory.observation, , , "Observation"
shop.subcategory.navigation, , , "Navigation"
shop.locked, , , "Locked"
shop.purchased, , , "Purchased"
shop.subcategory.experimentation, , , "Experimentation"
shop.subcategory.modeling, , , "Modeling"
map.ship.name, , , "{player-name}'s Ship"
map.experimentation.name, , , "Experiment Lab"
map.modeling.name, , , "Modeling Lab"
map.kelpStation.name, , , "Great Channel Kelp Forest"
map.kelpStation.name.short, , , "Kelp Forest"
map.kelpStation.name.header, , , "Station 1"
map.coralStation.name, , , "Coral Reef Research Station"
